,Game,Nash
917,"( ([[0.57047844, 0.49272484, 0.20836668],
       [0.81722439, 0.72035843, 0.58973699],
       [0.98789434, 0.52172211, 0.33243281]]),  ([[0.38434668, 0.92395742, 0.5950846 ],
       [0.72560741, 0.69013101, 0.34605185],
       [0.65939225, 0.86594093, 0.34480536]]))","[( ([0.        , 0.85341848, 0.14658152]),  ([0.53786339, 0.46213661, 0.        ]))]"
918,"( ([[0.85317564, 0.00464111, 0.02752469],
       [0.02244847, 0.64363404, 0.33341926],
       [0.3355092 , 0.86818137, 0.34706272]]),  ([[0.00417013, 0.68065102, 0.70756668],
       [0.75014038, 0.21048492, 0.4668486 ],
       [0.00921589, 0.17809938, 0.93265037]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
919,"( ([[0.29964078, 0.5088585 , 0.90466642],
       [0.42613313, 0.57025457, 0.63189526],
       [0.5584247 , 0.34406015, 0.46519864]]),  ([[0.25731167, 0.11248559, 0.44895107],
       [0.20246812, 0.17211875, 0.1866401 ],
       [0.37364101, 0.12409604, 0.16484296]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 0., 1.]),  ([1., 0., 0.])), ( ([0.52142487, 0.        , 0.47857513]),  ([0.62938304, 0.        , 0.37061696]))]"
920,"( ([[0.27585942, 0.42371722, 0.06263531],
       [0.02020952, 0.22839917, 0.32788074],
       [0.13693544, 0.00835842, 0.96149101]]),  ([[0.7798101 , 0.9889294 , 0.20664114],
       [0.61319071, 0.2932977 , 0.80983026],
       [0.64410475, 0.40211675, 0.6387501 ]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
921,"( ([[0.23359225, 0.92471442, 0.28770228],
       [0.56274991, 0.0752015 , 0.13037042],
       [0.82516787, 0.90540259, 0.61211838]]),  ([[0.70587364, 0.60436527, 0.59941983],
       [0.67920766, 0.96263484, 0.52421444],
       [0.92573436, 0.82043139, 0.50230255]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
922,"( ([[0.37382613, 0.20648076, 0.3335887 ],
       [0.37487237, 0.98138037, 0.3406034 ],
       [0.48182849, 0.82225572, 0.26361844]]),  ([[0.50674824, 0.56611601, 0.90245502],
       [0.81711512, 0.92062789, 0.79231385],
       [0.50245205, 0.85301863, 0.30450715]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
923,"( ([[0.04377723, 0.91307805, 0.64551153],
       [0.95630912, 0.55690177, 0.80010922],
       [0.89028253, 0.48575941, 0.19832942]]),  ([[0.00695508, 0.20145662, 0.90902747],
       [0.34001929, 0.63054121, 0.33411493],
       [0.28660926, 0.98821301, 0.72249671]]))","[( ([0.29524614, 0.70475386, 0.        ]),  ([0.        , 0.30267339, 0.69732661]))]"
924,"( ([[0.38401439, 0.99528081, 0.97397927],
       [0.04450931, 0.84542235, 0.693698  ],
       [0.78263714, 0.75928954, 0.23014001]]),  ([[0.1108894 , 0.84838285, 0.57251041],
       [0.63645822, 0.8772406 , 0.01809962],
       [0.57010762, 0.28545899, 0.57084144]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
925,"( ([[0.26593464, 0.52455826, 0.64149641],
       [0.92636138, 0.71721352, 0.46176872],
       [0.20083912, 0.19983043, 0.48977612]]),  ([[0.35737583, 0.80437441, 0.88912543],
       [0.06148613, 0.83022254, 0.42132457],
       [0.36069944, 0.83317593, 0.98738118]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0.82831726, 0.17168274, 0.        ]),  ([0.       , 0.4826421, 0.5173579]))]"
926,"( ([[0.08795018, 0.78638356, 0.79605493],
       [0.74389431, 0.90117067, 0.56873993],
       [0.610506  , 0.33767109, 0.30748258]]),  ([[0.00782704, 0.03707736, 0.64383107],
       [0.26403122, 0.04589528, 0.50403213],
       [0.93129311, 0.008688  , 0.31107499]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
927,"( ([[0.22424359, 0.28989913, 0.96971734],
       [0.29572513, 0.99829311, 0.23209695],
       [0.74652292, 0.69945871, 0.07360316]]),  ([[0.55687051, 0.55645024, 0.50850939],
       [0.52790194, 0.08730569, 0.13069464],
       [0.17873432, 0.26671629, 0.01462766]]))","[( ([0.        , 0.16645023, 0.83354977]),  ([0.39864136, 0.60135864, 0.        ]))]"
928,"( ([[0.35626411, 0.23176491, 0.08988471],
       [0.03205423, 0.99170454, 0.51183132],
       [0.03555376, 0.58641361, 0.64070844]]),  ([[0.40294464, 0.16698503, 0.54553556],
       [0.37035519, 0.73597426, 0.8644906 ],
       [0.73887064, 0.52258219, 0.23043798]]))","[( ([0.78097426, 0.        , 0.21902574]),  ([0.63201628, 0.        , 0.36798372])), ( ([0.       , 0.6944892, 0.3055108]),  ([0.        , 0.24126699, 0.75873301])), ( ([0.19825735, 0.37839072, 0.42335194]),  ([0.60993342, 0.09810609, 0.29196049]))]"
929,"( ([[0.43105821, 0.10042697, 0.44218659],
       [0.54511718, 0.37123196, 0.45491945],
       [0.52048954, 0.46766971, 0.09966658]]),  ([[0.93243885, 0.21173254, 0.0610058 ],
       [0.89284165, 0.11670544, 0.90867132],
       [0.64688271, 0.18048955, 0.53176766]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
930,"( ([[0.2782995 , 0.98058938, 0.26016926],
       [0.93777781, 0.65081106, 0.8627074 ],
       [0.39178154, 0.84795105, 0.8405763 ]]),  ([[0.29665667, 0.72937703, 0.72468489],
       [0.44506041, 0.71695382, 0.09774692],
       [0.23109225, 0.51281587, 0.95096139]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0.98940438, 0.        , 0.01059562]),  ([0.        , 0.81398332, 0.18601668])), ( ([0.        , 0.41437983, 0.58562017]),  ([0.        , 0.10093034, 0.89906966]))]"
931,"( ([[0.75219947, 0.88701468, 0.63484121],
       [0.15480533, 0.24528626, 0.27163117],
       [0.68172945, 0.13729661, 0.9165729 ]]),  ([[0.5611247 , 0.97958142, 0.5109834 ],
       [0.89406289, 0.2382702 , 0.08668174],
       [0.06846985, 0.85498329, 0.82553692]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
932,"( ([[0.37559227, 0.74855708, 0.60401439],
       [0.99199588, 0.77583173, 0.22902221],
       [0.0582215 , 0.83373125, 0.63007993]]),  ([[0.47141476, 0.61810501, 0.35544294],
       [0.42249152, 0.91520779, 0.86305832],
       [0.07452403, 0.3890072 , 0.4862656 ]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
933,"( ([[0.37687689, 0.01271435, 0.45257757],
       [0.81582678, 0.69228402, 0.62551603],
       [0.0602597 , 0.98589567, 0.82705246]]),  ([[0.48741505, 0.53028899, 0.80732872],
       [0.12474254, 0.27399321, 0.11322775],
       [0.50337448, 0.95068279, 0.56251497]]))","[( ([0., 0., 1.]),  ([0., 1., 0.]))]"
934,"( ([[0.7706812 , 0.81292684, 0.69914425],
       [0.25777959, 0.57397402, 0.21934668],
       [0.78837675, 0.2256466 , 0.70438417]]),  ([[0.91103035, 0.04604109, 0.82378493],
       [0.5646854 , 0.82978366, 0.02649001],
       [0.21864775, 0.66668082, 0.9123975 ]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
935,"( ([[0.50250065, 0.10628407, 0.86837256],
       [0.23108497, 0.19893799, 0.07554271],
       [0.54460693, 0.76707841, 0.07153554]]),  ([[0.82971248, 0.34125532, 0.45552538],
       [0.72697042, 0.78901685, 0.58176253],
       [0.67921836, 0.51270932, 0.34989368]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
936,"( ([[0.17153991, 0.91089757, 0.20665628],
       [0.85550809, 0.32776428, 0.28142792],
       [0.79251031, 0.39583026, 0.06894961]]),  ([[0.62662409, 0.57029375, 0.1438055 ],
       [0.51678832, 0.29574256, 0.22135689],
       [0.04151187, 0.93162775, 0.76162742]]))","[( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0.94048225, 0.        , 0.05951775]),  ([0.45338927, 0.54661073, 0.        ])), ( ([0.        , 0.80106786, 0.19893214]),  ([0.51933489, 0.48066511, 0.        ]))]"
937,"( ([[0.37576531, 0.77137859, 0.08777719],
       [0.61867625, 0.7286716 , 0.93925407],
       [0.35413678, 0.11038156, 0.2886276 ]]),  ([[0.84424578, 0.14942088, 0.69061584],
       [0.66698883, 0.24442626, 0.79305848],
       [0.49757661, 0.37629505, 0.05992783]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
938,"( ([[0.76766835, 0.94291682, 0.90809179],
       [0.30314053, 0.36025903, 0.55548082],
       [0.21631322, 0.62836658, 0.55665929]]),  ([[0.174851  , 0.10788925, 0.09154117],
       [0.62220206, 0.1975007 , 0.72880369],
       [0.05496212, 0.69013687, 0.74579926]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
939,"( ([[0.83356286, 0.99842761, 0.17729995],
       [0.47497104, 0.75912408, 0.24551357],
       [0.76997022, 0.78158739, 0.00942572]]),  ([[0.28854632, 0.7823008 , 0.83120637],
       [0.37532617, 0.85335221, 0.01829061],
       [0.11597615, 0.37072008, 0.96743674]]))","[( ([0.94467491, 0.05532509, 0.        ]),  ([0.        , 0.22182053, 0.77817947]))]"
940,"( ([[0.6102834 , 0.56659376, 0.18325988],
       [0.59066428, 0.38176568, 0.8068618 ],
       [0.63734089, 0.57112355, 0.91652784]]),  ([[0.81143003, 0.44280002, 0.2430554 ],
       [0.35702511, 0.75108821, 0.88143417],
       [0.97198265, 0.35711413, 0.36095012]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
941,"( ([[0.51767746, 0.74963277, 0.88353106],
       [0.09239182, 0.82911978, 0.66072453],
       [0.9177647 , 0.34354223, 0.09203862]]),  ([[0.3835673 , 0.88314363, 0.00426269],
       [0.39314839, 0.62806001, 0.39426141],
       [0.86298894, 0.39909129, 0.32337481]]))","[( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([1., 0., 0.])), ( ([0.48148436, 0.        , 0.51851564]),  ([0.50372331, 0.49627669, 0.        ]))]"
942,"( ([[0.02416149, 0.69410805, 0.29968911],
       [0.26930135, 0.64892827, 0.60795286],
       [0.6029809 , 0.11687556, 0.91189823]]),  ([[0.77084446, 0.3526126 , 0.98546945],
       [0.87810188, 0.63197404, 0.48383512],
       [0.4848101 , 0.26433095, 0.60396157]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
943,"( ([[0.6093294 , 0.01707813, 0.9618537 ],
       [0.96906367, 0.6702869 , 0.79713378],
       [0.74063522, 0.05526928, 0.12994955]]),  ([[0.41486338, 0.06328326, 0.6872743 ],
       [0.95617573, 0.61855245, 0.44812613],
       [0.50784525, 0.97914385, 0.34753379]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0.6509613, 0.3490387, 0.       ]),  ([0.31407875, 0.        , 0.68592125]))]"
944,"( ([[0.63524689, 0.74028352, 0.77102143],
       [0.02333734, 0.258557  , 0.6453932 ],
       [0.76252764, 0.35255253, 0.44747833]]),  ([[0.24518529, 0.61136592, 0.47145536],
       [0.14282291, 0.13819924, 0.5134628 ],
       [0.14275451, 0.47558169, 0.47725267]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
945,"( ([[0.36544976, 0.37750717, 0.40613549],
       [0.05108703, 0.85438598, 0.4179364 ],
       [0.2346183 , 0.13671852, 0.78999448]]),  ([[0.39557825, 0.99664721, 0.87770807],
       [0.69928041, 0.91905134, 0.11844603],
       [0.99175993, 0.67700125, 0.77815867]]))","[( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([3.07016983e-01, 5.22229735e-17, 6.92983017e-01]),  ([0.74580554, 0.        , 0.25419446])), ( ([0.32443152, 0.03299222, 0.64257626]),  ([0.41952646, 0.26884392, 0.31162961]))]"
946,"( ([[0.79713587, 0.66074782, 0.59601639],
       [0.75354557, 0.25014401, 0.60008834],
       [0.80409211, 0.09188861, 0.80529025]]),  ([[0.89205527, 0.81339162, 0.09304324],
       [0.75200312, 0.15562475, 0.76477173],
       [0.06208476, 0.48136912, 0.40558654]]))","[( ([0.84202437, 0.        , 0.15797563]),  ([0.98791933, 0.01208067, 0.        ]))]"
947,"( ([[0.85001124, 0.90298309, 0.66182652],
       [0.57612109, 0.95442573, 0.95969295],
       [0.63100775, 0.88992687, 0.54741303]]),  ([[0.54100972, 0.35160243, 0.64251849],
       [0.06161889, 0.71449934, 0.84893949],
       [0.18133536, 0.67777536, 0.74711147]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
948,"( ([[0.44236365, 0.85965445, 0.29989122],
       [0.80796287, 0.59606097, 0.95547269],
       [0.72175387, 0.53752359, 0.6547359 ]]),  ([[0.89389449, 0.33751669, 0.27189029],
       [0.30640075, 0.74491265, 0.11841011],
       [0.81767114, 0.98700448, 0.66764664]]))","[( ([0.44076433, 0.55923567, 0.        ]),  ([0.41893918, 0.58106082, 0.        ]))]"
949,"( ([[0.47640167, 0.65761617, 0.47694103],
       [0.631404  , 0.40554642, 0.63225732],
       [0.80460413, 0.63507629, 0.21575966]]),  ([[0.25331776, 0.59710671, 0.53820394],
       [0.49483724, 0.62414397, 0.23197428],
       [0.46438326, 0.17377937, 0.90134573]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0.        , 0.62438782, 0.37561218]),  ([0.70629001, 0.        , 0.29370999])), ( ([0.05231914, 0.61301855, 0.33466231]),  ([0.28886475, 0.38102828, 0.33010697]))]"
950,"( ([[0.26252532, 0.58495571, 0.80813063],
       [0.08506946, 0.99352088, 0.63177971],
       [0.0490312 , 0.12013504, 0.87818898]]),  ([[0.93677547, 0.77885641, 0.8730974 ],
       [0.80188472, 0.0950644 , 0.94495926],
       [0.19204297, 0.9702883 , 0.2140471 ]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
951,"( ([[0.69357533, 0.70980974, 0.13341429],
       [0.17754561, 0.04367126, 0.01124733],
       [0.14359983, 0.37042925, 0.44664994]]),  ([[0.13342312, 0.71761322, 0.4099157 ],
       [0.799392  , 0.40255621, 0.39085106],
       [0.68244475, 0.53939544, 0.80858566]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.46662497, 0.        , 0.53337503]),  ([0.        , 0.47996921, 0.52003079]))]"
952,"( ([[0.64909726, 0.43801825, 0.04116956],
       [0.61062763, 0.05659529, 0.28745155],
       [0.32063113, 0.10050382, 0.24665668]]),  ([[0.44721608, 0.18731324, 0.00604789],
       [0.62042637, 0.88132564, 0.59880903],
       [0.6826098 , 0.15122092, 0.06419529]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
953,"( ([[0.43524601, 0.84678003, 0.86271174],
       [0.66443528, 0.0352435 , 0.99429775],
       [0.54856582, 0.94920571, 0.01291667]]),  ([[0.12498849, 0.54098566, 0.93291496],
       [0.38553153, 0.0692737 , 0.34525156],
       [0.57874978, 0.27645303, 0.23626952]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
954,"( ([[0.82544441, 0.55280285, 0.36237279],
       [0.79688346, 0.3838812 , 0.01655846],
       [0.14826984, 0.70799038, 0.32852731]]),  ([[0.4217109 , 0.21169109, 0.84958978],
       [0.20376736, 0.38282188, 0.62831215],
       [0.91909339, 0.34310557, 0.91605758]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
955,"( ([[0.80686218, 0.84220019, 0.25370536],
       [0.06237035, 0.93100666, 0.98729709],
       [0.26567134, 0.95754082, 0.17152141]]),  ([[0.37581207, 0.32958391, 0.9471303 ],
       [0.35829464, 0.68574725, 0.21631191],
       [0.30007957, 0.78289985, 0.0075492 ]]))","[( ([0., 0., 1.]),  ([0., 1., 0.]))]"
956,"( ([[0.77211511, 0.79181357, 0.07662472],
       [0.08295374, 0.32228688, 0.35608944],
       [0.60846645, 0.20793331, 0.21657929]]),  ([[0.62111373, 0.26768277, 0.51068646],
       [0.8123149 , 0.9439987 , 0.67778658],
       [0.09713985, 0.71718724, 0.5759019 ]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0.81257761, 0.        , 0.18742239]),  ([0.46097853, 0.        , 0.53902147])), ( ([0.47353907, 0.32571502, 0.20074591]),  ([0.20573263, 0.10705961, 0.68720776]))]"
957,"( ([[0.69184896, 0.02807047, 0.50086976],
       [0.86181817, 0.08040723, 0.48741607],
       [0.34115704, 0.31421891, 0.16208147]]),  ([[0.68145452, 0.11203352, 0.7570994 ],
       [0.06342864, 0.44877097, 0.11090705],
       [0.01426999, 0.92470784, 0.74886627]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.34373149, 0.65626851, 0.        ]),  ([0.        , 0.20449309, 0.79550691]))]"
958,"( ([[0.48280735, 0.39446038, 0.8785604 ],
       [0.42369146, 0.95281206, 0.49248534],
       [0.16594333, 0.50024304, 0.08095604]]),  ([[0.34713592, 0.66101977, 0.50485457],
       [0.53698182, 0.83423546, 0.09327074],
       [0.88108283, 0.71865025, 0.37940207]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
959,"( ([[0.14761578, 0.23822377, 0.67105096],
       [0.15686366, 0.26832884, 0.25812931],
       [0.91285084, 0.59037075, 0.4622792 ]]),  ([[0.79678522, 0.24764876, 0.67666309],
       [0.02512088, 0.07933819, 0.20909937],
       [0.42615966, 0.68508734, 0.77466395]]))","[( ([0.74367186, 0.        , 0.25632814]),  ([0.21434322, 0.        , 0.78565678]))]"
960,"( ([[0.2760016 , 0.63879313, 0.9969616 ],
       [0.55583839, 0.02601663, 0.05082209],
       [0.69442228, 0.95344861, 0.3232163 ]]),  ([[0.57458086, 0.27366397, 0.38940549],
       [0.04720613, 0.45148823, 0.49143878],
       [0.10998231, 0.86728648, 0.07747986]]))","[( ([0., 0., 1.]),  ([0., 1., 0.]))]"
961,"( ([[0.9644127 , 0.63755518, 0.39355235],
       [0.10093712, 0.70723319, 0.76464917],
       [0.75162325, 0.86522666, 0.23822086]]),  ([[0.9622923 , 0.10228314, 0.95788338],
       [0.24442339, 0.96319165, 0.21948823],
       [0.52756543, 0.41203002, 0.51298232]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
962,"( ([[0.81743932, 0.41863913, 0.75806576],
       [0.37148914, 0.9667823 , 0.50628096],
       [0.35131303, 0.86471725, 0.10411681]]),  ([[0.7396788 , 0.76308001, 0.73449618],
       [0.66047679, 0.29755368, 0.96845652],
       [0.90116755, 0.75242018, 0.51013393]]))","[( ([0.95913599, 0.04086401, 0.        ]),  ([0.        , 0.31475935, 0.68524065]))]"
963,"( ([[0.52758819, 0.86798007, 0.39785709],
       [0.00341647, 0.22365494, 0.12535266],
       [0.69270169, 0.88491064, 0.62061946]]),  ([[0.22820828, 0.90071272, 0.85892111],
       [0.52971571, 0.48099134, 0.91586981],
       [0.07323255, 0.16261153, 0.69939676]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
964,"( ([[0.04311711, 0.82126548, 0.84312408],
       [0.69778013, 0.56132203, 0.85048642],
       [0.58809843, 0.3106414 , 0.95013023]]),  ([[0.06157014, 0.41881061, 0.56789047],
       [0.56421172, 0.11002076, 0.16702992],
       [0.37472429, 0.66682131, 0.00701601]]))","[( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0.81569712, 0.        , 0.18430288]),  ([0.        , 0.17325277, 0.82674723])), ( ([0.43518464, 0.42938712, 0.13542823]),  ([0.08508853, 0.23359092, 0.68132055]))]"
965,"( ([[0.43821898, 0.58001493, 0.08720685],
       [0.02374676, 0.22473422, 0.84316699],
       [0.44300757, 0.25132093, 0.67971403]]),  ([[0.35317023, 0.26022465, 0.25222049],
       [0.02943287, 0.90168906, 0.92004305],
       [0.43994494, 0.33780329, 0.72796249]]))","[( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0.69633094, 0.30366906, 0.        ]),  ([0.        , 0.68028469, 0.31971531])), ( ([0.88985349, 0.09642724, 0.01371927]),  ([0.08932623, 0.58620039, 0.32447337]))]"
966,"( ([[0.70316822, 0.14820471, 0.12553547],
       [0.60455136, 0.98522481, 0.03758066],
       [0.59955224, 0.03295217, 0.47446627]]),  ([[0.06317392, 0.99489332, 0.82584338],
       [0.78149664, 0.18785642, 0.30307383],
       [0.62699587, 0.01284226, 0.87321239]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
967,"( ([[0.53814318, 0.83118186, 0.01736888],
       [0.4776866 , 0.80058136, 0.42985979],
       [0.06531602, 0.86731419, 0.01068646]]),  ([[0.8607486 , 0.80640101, 0.31950755],
       [0.02470918, 0.531573  , 0.52248663],
       [0.89056858, 0.50970393, 0.95328334]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0.        , 0.97992698, 0.02007302]),  ([0.        , 0.86266314, 0.13733686])), ( ([0.32641155, 0.30897478, 0.36461366]),  ([0.06481557, 0.86175571, 0.07342872]))]"
968,"( ([[0.80965552, 0.71139924, 0.54428971],
       [0.72236897, 0.78722987, 0.83465212],
       [0.45095563, 0.47778912, 0.46837372]]),  ([[0.84902187, 0.14764025, 0.76619815],
       [0.72502513, 0.70181688, 0.0504273 ],
       [0.03411163, 0.01370883, 0.62680402]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
969,"( ([[0.45908204, 0.77011359, 0.70572365],
       [0.36664233, 0.68134895, 0.40966034],
       [0.29427955, 0.1089637 , 0.7502862 ]]),  ([[0.91991633, 0.71851637, 0.57070472],
       [0.02697194, 0.94233271, 0.69833791],
       [0.24603151, 0.08228974, 0.94429632]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([ 0.66661626, -0.        ,  0.33338374]),  ([0.21284616, 0.        , 0.78715384]))]"
970,"( ([[0.64153393, 0.36852252, 0.39454255],
       [0.31863937, 0.60089975, 0.78037435],
       [0.89653408, 0.07549487, 0.81058245]]),  ([[0.91695794, 0.59086299, 0.50273125],
       [0.84410279, 0.68783208, 0.87388739],
       [0.42812523, 0.33561919, 0.68442182]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
971,"( ([[0.74534553, 0.64984677, 0.35854298],
       [0.71353412, 0.75265333, 0.62658207],
       [0.76951768, 0.11333283, 0.17805692]]),  ([[0.63880489, 0.38248295, 0.27681596],
       [0.60056826, 0.99485563, 0.10406957],
       [0.77110818, 0.36993757, 0.63594767]]))","[( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([1., 0., 0.])), ( ([0.60602786, 0.39397214, 0.        ]),  ([0.76369119, 0.23630881, 0.        ]))]"
972,"( ([[0.28807979, 0.25677445, 0.24646612],
       [0.23658197, 0.53336899, 0.97707837],
       [0.00660995, 0.30745277, 0.01508483]]),  ([[0.21969877, 0.42483949, 0.24404343],
       [0.32354195, 0.25760993, 0.9442995 ],
       [0.45872742, 0.25866866, 0.04605874]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
973,"( ([[0.54193594, 0.54695364, 0.75499231],
       [0.89600134, 0.66218798, 0.05896056],
       [0.87906315, 0.4391153 , 0.98020578]]),  ([[0.88430134, 0.61710738, 0.00491321],
       [0.12504329, 0.8708581 , 0.77418185],
       [0.6431064 , 0.75190196, 0.14604426]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
